,cleaned_tweets,binarized
392,"MollyJongFast Word! Not that it's a problem in  TrumpsAmerica 😠  Trump's ""best ppl"" are *chosen* for being  corrupt/inept/inimical to interests of ANY job they get e.g. Pruitt destroying environmental protections or DeJoy gutting USPS!

So you know EXACTLY why  AmyConeyBarrett was chosen 🙄",0
393,"As Much As  Trump Wanted To,He Can't Use His Presidential Powers to Invalidate Results  VoteHimOutandLockHimUp  TrumpIsLosing  TrumpMeltdown  BidenHarrisToEndThisNightmare  BidenHarris2020  VoteThemOut  YOUREFIRED  TrumpIsADisgrace  votebluedowntheballot",0
394,"helenhalcrow The stench of dishonesty emanating from  Conservatives is depressing. Americans worry loser  Trump will take the USA down with him. Can’t help wondering if the Tories know they’re not up to the job of running a country, so are they doing just this rather than admitting the truth?",0
395,This says it all  America! “America’s Mayor” ends the campaign smearing  Biden and promoting  Trump on  VladimirPutin’s propaganda network!   RudyGiuliani   TuesdayShoutout,0
396,Absolutely... ProjectLincoln PLEASE do your magic!!!  POTUS  IvankaTrump  TrumpMeltdown  TrumpIsALoser  Trump  COVID19  COVIDIOTS  VoterSuppression  VoteHimOut  VoteBiden  VoteEarly  MondayMorning  GOPCorruptionOverCountry  GOP,0
397,"WhiteHouse  realDonaldTrump  DonaldTrump has  spiel  you're   whitesupremacist easily brainwashed  know what  Stockholmsyndrome is  TuckerCarlson spewing w Russia is great he hasn't read the history  Stalin killed 30million own people   trump's friends  putin remnants from era stop madness
 VOTE 
 JoeBiden",0
398,Republicans increasingly seek distance from  Trump  TheHill,0
399,"Poor  Trump, so old and confused. He can't recall friend's names, can't figure out the difference between Republicans and Democrats. Donny, the Democrats are the ones with civility, integrity and morality, that should help you.  elections  Biden",0
400,Trump commits genocide on the American people daily. Thats not even the scratching the surface of all the drilled down corruption. PROSECUTE UNDER THE FULLEST EXTENT OF THE LAW. NOT TO MENTION A TREASONOUS COUP BY PERVERTING OUR FED AGENCIES,0
401,Message of  Trump’s Proud Boys,1
402,Please help  realDonaldTrump fight the insanity! Donate HERE!    teamTrump  Trump  TeamTrump  TrumpWon  PeteTruth99,1
403,"Don't retaliate with this.  Then you are no different from  Trump.

 Elections2020  ElectionResults2020",0
404,"gypsymtngirl  JoeBiden does NOT want to dismantle this country, he LOVES THIS COUNTRY, &amp; someone in that video has definitely succumbed to  Trump's &amp; the  GOP's  brainwashing.  FactCheckToAvoidAppearingStupidBubba",0
405,"realDonaldTrump  quoteoftheday  quotes  quote

""  Trump once said he could shoot someone on Fifth Avenue without consequences. At this moment we are all on Fifth Avenue."" --Alan Alda

 MAGA folks I Beseech you to  MaskUp , because it's FACT  MasksSaveLives , so Please get a  Mask and wear it!
TY",1
406,". FoxNews host upends  Trump adviser:
‘Votes are regularly counted after election day’
 
Including  MailInBallots from deployed military.
. USArmy . USNavy . USMC . usairforce  Veterans . VFWHQ . votevets . jaketapper . AC360 . amvetsupport . MilitaryTimes",0
407,"Here's my sketch from Saturday's celebrations in downtown DC

...It appears unlikely that  Trump was air-synching the letters of YMCA as he sat in the White House pondering a new reality: defeat. 

 Election2020  BidenHarris2020",0
408,"I Still Will Never Understand People Who Voted  Obama Voting For  trump!
Talk About Schizophrenia!",1
409,"trump lies
- take a walk around USA major cities see the vacancy signs
- see boarded up businesses all over the country
- check the unemployment stats
- look at the health care costs related to pandemic
- look at his own debt (owed to who?)

 bidenharris will be honest.",0
410,"IngrahamAngle  realDonaldTrump Hitler's 1934 congress was attended by 700,000 supporters which dwarfs  Trump's rallies although their ideologies are comparable and  POTUS now has the advantage of lying via social media plus the support of  FoxNews fabrications.  Election2020  ElectionDay  PutinsPuppet",0
411,"How we see, hear &amp; feel so strongly about  Trump being incompetent &amp; Evil, MAGA feels as strongly in the opposite way.
We'll never understand it or change they're minds.

The only thing we can do is  Vote
WE CAN'T SIT THIS OUT OR CAST A PROTEST VOTE OR WE'LL RELIVE 2016

 Biden",0
412,What all these ignorant  trump stooges are really trying to say with their feeble attempts to explain trump’s incompetence and erratic behavior is - trump’s a joke.,0
413,"sfpelosi Your mom should be in jail for corruption.Your bother should be in jail for corruption.Your father should be jail for corruption.Are you corrupt?Joe Biden is corrupt and compromised by China.Your mom was an architect,one of a bunch of traitors= true facts  MAGA  TRUMP",1
414,Trump 😩 Inner Circle Braces for Disaster   via  thedailybeast,1
415,"Can a Commander-in-chief be given a Section 8? Asking for a  Trump I’d like to move along. 

Section 8 is a category of discharge from the US military for a service member judged mentally unfit for service. 

 GetHimOut",1
416,"This is today’s GOP. They don't care about us.  trump  gop  maga  Election2020  VoteBlue2020  RememberinNovember  VoteThemAllOut

VOTE BLUE.",0
417,"Trump: We got 28 billion in tariffs and we gave it right to the farmers and now everybody's doing pretty good, right?

A) That's not how tariffs work, dumbass.
B) You absolutely did not.
C) 218K dead from a Covid and more people infected every day but sure. Everybody's *GREAT.*",1
418,jaketapper U all don’t need to like  trump but u need to see what’s happening here. It affects us all the same. 🙁,0
419,"Katyayan  ModiMadeDisaster  VishwaGuru  rssterrorists  ModiLies  HowdyModi  TrumpIsACoward  TrumpIsANationalDisgrace  TrumpIsNotAmerica  FilthyIndia
 climate
 DonaldTrump  accuses China, India and Russia of not taking care of their ‘filthy air’.",0
420,"President Trump Touted His Relationship With North Korea – He’s Got Little to Show for It
 AsiaPacific
 Sanctions
 KoreanSummit
 KoreanPeninsula
 SouthKorea
 NorthKorea
 Disarmament
 Trump
 XiJinping
 KimJongUn
 Pyongyang
 HanoiSummit
 MissileTests
 ICBM",0
421,Does anyone think that the people attending these  Trump rallies know what the GDP is? Or how it relates to them? They clearly don't understand the  coronavirus so doubt they understand the  StockMarket and similar.,0
422,"Too bad so sad,  QLosers.

 Trump has thrown you over the side. 

 TrumpMeltdown
 TrumpsTerrorists
 TrumpKillsQ
 TrumpChinaBankAccount
 Trump2020Landslide  Downfall",0
423,"Fact-checking  Trump's dishonest weekend: The President made least 66 false or misleading claims in 3 days. He is out of control, calling media bastards, crooks, 
making  Nixon sound like a saint A desperate man facing  SDNY and Debtors

 TrumpIsALoser",0
424,"Donald  Trump has continually attacked Barack  Obama and forced him into this election campaign. Yesterday, Obama ate Trump's lunch! Barack Obama delivers scathing takedown of Donald Trump   via  YouTube",0
425,"JoeBiden US Covid-19 deaths are equivalent to the US seeing SIX full Boeing 737 jets crash every single day the past 220 days, every passenger killed. 

 Trump still tells people it's only because the US do more testing?",0
426,"Surfer Bethany Hamilton Is Pregnant, Expecting Baby No. 3 - E! Online
 breakingnews  news  china  trump
 baby  bethany  entertainment  eonline  expecting  hamilton  online  pregnant  surfer",0
427,"mehdirhasan  JoeNBC  peacockTV  morningmika  WillieGeist  ZerlinaMaxwell Who could in their rights minds vote for  Trump but more than 53 million have in the latest count. The silent majority finally speaks and it is what the rest of the world feared but always knew.  America is  a deeply racist and irrational country, now in steep decline.",0
428,"Bolivia election: Voters head to polls for presidential race
 breakingnews  news  china  trump
 bbcusa  bolivia  election  polls  presidential  race  voters",0
429,"🙏🏻

Please help save lives by voting for  JoeBiden

 Trump couldn’t even keep himself &amp; his own family safe

from  COVID__19 because making 💰&amp; his re-election 

was a higher priority 

 TownHall  BidenTownHall  Biden  BidenHarris2020  BoycottTrumpTownHall  BidenWonTheDebate",0
430,"Me, waiting for  Georgia results to come in! 

 Trump  Biden  Election2020",0
431,sarahcpr  IvankaTrump Cool  JoeBiden Won  ElectionResults2020  ElectionDay2020  ElectionResults against  Trump  TrumpvsBiden now  TrumpIsALaughingStock  TrumpMeltdown  PresidentElectJoeBiden,0
432,"IslandGirlPRV  CarmenSisRice  MeidasTouch We need to get  UNMAGA trending!!!! What  DopeyDon and the  GOP,  GOPCowards have really done for America....   It stands for: 
U- U
N- Never
M- Made
A- America 
G- Great
A- Again

 Trump  TrumpIsARacist  TrumpIsNotWell  TrumpFailedAmerica   GOPComplicitTraitors",0
433,"No mainstream media touching stuff like this though, no?

Not news worth, no?

The people calling voter fraud are insane, yeah?

 Trump's concerns are baseless, yeah?

Whoever watches this stuff and still regurgitates MSM narrative - I don't want to share a society with you

 CCP",0
434,Trump  MAGA Its a  hoax  vote  BidenHarris2020Landslide  MAGAts,1
435,"This is the passage of Scripture the eunuch was reading: “He was led like a sheep to the slaughter, and as a lamb before its shearer is silent, so he did not open his mouth. Acts 8:32  SundayGrandExpo  Trump  HunterBiden  Covid19  Election2020  LockDown2",0
436,"JoeBiden faces immediate battle against worsening pandemic, as case numbers across the US rise sharply. Immediate action still lies with  DonaldTrump who failed so far in doing so   via  financialtimes  COVID19  coronavirus",0
437,"Republicans are amplifying the president’s lies. This has never been more dangerous.  

This is today’s GOP.  trump  gop  maga",0
438,"realDonaldTrump Romans 1:18-32 Holy Bible 
For the wrath of GOD  is revealed from heaven against all ungodliness and unrighteousness of men, who by their unrighteousness suppress the truth.   Trump.  TrumpSuperSpreaderRallies",1
439,""" POTUS News: Evangelicals stick with  Trump, see upside even if he loses  News"":",1
440,"NateSilver538 Wait.

If I understand correctly:

1.  Trump owes $1B in debt.
2.  Trump's campaign raised $1B.
3.  Trump's campaign is missing $1B.

Hmmmm.",0
441,"DamianWolf19  PhilDesmond7  postzoo  olivier_patti  elzey_t  Supermom1242  JamesLindholm1  StilwellWrites  debiowens  MarkHainds  KennysLittleBro  funguscontrol  Rogers4Texas  ginamarietracy  chelle_thrasher  1RobKlint  JPeirsn  TravisVonHoopes  kneerecon  KellyFought Saturday Smack of  DopeyDon:

-Got 1B from Deutsche Bank&amp;Retired Justice Kennedy’s Son 
- Trump&amp; GOP got 100M+ from Oil Industry 
-350M in loans from China Bank to drop sanctions against ZTE 
-Foreign Entities own Trump 
- COVID19 234K+Dead 9M+Infected

 UNMAGA
 HumptyTrumpty",0
442,TuckerCarlson says polls underestimated  Trump AGAIN because people don’t feel free to admit they support him    Election2020 (via DailyMail),1
443,It’s exactly what he’s doing.  Trump,1
444,"LiesAndPropaganda 

 HunterBiden should sue them big time.

Usually when  Trump’s boys start accusing people of criminal activity, it’s  Projection.

What do we know about  RonJohnsonWI ???",0
445,"MattWhitaker46  DonaldJTrumpJr  LizMacDonaldFOX With Alito ruling tonight , I bet Biden has changed his script for the night..😁🇺🇸  CORRUPTION2020  Trump  VoterCorruption",1
446,Trump arrives in Scranton for the  ScrantonVictoryRally u,1
447,POTUS for u  Trump  BidenHarris  Romney  VoteBlueToSaveAmerica  Vote  GOP  GOPCorruptionOverCountry  COVID19  COVIDIOTS  DrFauci,0
448,"If only  DonaldTrump pushed for this plan 300,000 Americans would have never been killed by  TrumpHasNoPlan  Coronavirus .
 JoeBidenLockUpDonaldTrump",0
449,"Debates2020  DebateTonight 

 TrumpMeltdown  trump 

My  trump captioning is not working, I can't understand W T F  45 is saying or trying to say??????????

 VoteHimOut",0
450,"While I was at the gym Wray begged me to ask  Trump and  JoeBiden not to fire him after 
 elections. Wray don’t beg me. Bring Mueller to justice: do your job.  Tatiana",0
451,"18 Trump rallies estimated to have led to over 30,000 COVID-19 cases, 700 deaths: Stanford study     DonaldTrump",0
452,No surprise... Trump is a  liar...,0
453,thehill He might be going to jail as well.  harrisonjaime need to stand bye.  TRUMP is going to turn on him.  TRUMP not going to jail by himself or going broke by himself. So  harrisonjaime don't count yourself out too fast.,0
454,"When they evict the Trump family from the White House in January, if not sooner, they better be sure to check that all the silverware is there!!!
 MAGA  realDonaldTrump  TeamTrump  POTUS  DonaldTrump  DonaldTrumpJr  IvankaTrump",0
455,Trump the most corrupt president in history   and as a private citizen will likely face criminal and tax investigations without ‘executive privilege’,0
456,"ddale8 Is  realDonaldTrump stupid or what? One doesn’t close a fist to make a fist. The hand is closed to make a fist. Listening to his speeches it’s as though  Trump never had an education and doesn’t know what he’s talking about.

 TrumpMeltdown  ElectionDay  Election2020  Elections",0
457,RonniSalt  ItsBouquet  oz_f You only get Freedom in  America if only you believe in 💩💩💩💩 and scaremongering from the likes of  Trump and his rent a crowd like this female.,0
458,"RupertMurdoch , Created This Hate, Lies, Misinformation, &amp; Toxic Right/Far Right CONservativism, Governments Values, Ideologies, In  USA &amp;  Uk

You've  RealDonaldTrump -  DonaldTrump , Bye, Bye, :)

Pack Up For: 21-01-2021 :)

 DonaldTrumpLOST  Trump  TrumpLost  DonaldLost  RT",0
